S.N,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% of Votes,State,Constituency,Victory Margin,PC Name,EVM Votes Counted,Postal Votes Counted,EVM Votes Polled,Difference,Margin,Difference > Margin,Postalvotes > Margin
7.0,KUNCHAM. VENKATA SUBBA REDDY,Rayalaseema Rashtra Samithi,2329.0,4.0,2333.0,0.18,Andhra Pradesh,Kadapa - 21,,,,,,,,,
8.0,L. KHAJA HUSSAIN,Independent,1087.0,1.0,1088.0,0.08,Andhra Pradesh,Kadapa - 21,,,,,,,,,
9.0,ANKIREDDY. SURESH KUMAR REDDY.,All India Forward Bloc,752.0,3.0,755.0,0.06,Andhra Pradesh,Kadapa - 21,,,,,,,,,
10.0,KAKARLA SHANMUKHA REDDY,Independent,633.0,14.0,647.0,0.05,Andhra Pradesh,Kadapa - 21,,,,,,,,,
11.0,PALLE RAMESH,Jaibhim Rao Bharat Party,619.0,5.0,624.0,0.05,Andhra Pradesh,Kadapa - 21,,,,,,,,,
12.0,CHAN BASHA. S,Anna YSR Congress Party,432.0,7.0,439.0,0.03,Andhra Pradesh,Kadapa - 21,,,,,,,,,
13.0,J. V. RAMANA,Jaathia Chethi Vruthula Ikya Vedika Party,414.0,20.0,434.0,0.03,Andhra Pradesh,Kadapa - 21,,,,,,,,,
14.0,MALIKIREDDY. HANUMANTHA REDDY,Jana Sahayaka Sakthi,358.0,11.0,369.0,0.03,Andhra Pradesh,Kadapa - 21,,,,,,,,,
15.0,NOTA,None of the Above,16660.0,186.0,16846.0,1.27,Andhra Pradesh,Kadapa - 21,,,,,,,,,
1.0,TANGELLA UDAY SRINIVAS (TEA TIME UDAY),Janasena Party,718971.0,10728.0,729699.0,54.87,Andhra Pradesh,Kakinada - 6,229491.0,,,,,,,,
2.0,CHALAMALASETTY SUNIL,Yuvajana Sramika Rythu Congress Party,495188.0,5020.0,500208.0,37.62,Andhra Pradesh,Kakinada - 6,,,,,,,,,
3.0,MALLIPUDI MANGAPATI PALLAM RAJU,Indian National Congress,20258.0,851.0,21109.0,1.59,Andhra Pradesh,Kakinada - 6,,,,,,,,,
4.0,UDAY,Navarang Congress Party,15578.0,125.0,15703.0,1.18,Andhra Pradesh,Kakinada - 6,,,,,,,,,
5.0,KANDREGULA NARASIMHAM,Bahujan Samaj Party,11916.0,63.0,11979.0,0.9,Andhra Pradesh,Kakinada - 6,,,,,,,,,
6.0,DR ANUSHA YADAV,Bharatha Chaitanya Yuvajana Party,9818.0,36.0,9854.0,0.74,Andhra Pradesh,Kakinada - 6,,,,,,,,,
7.0,TANGELLA SRINIVASU,Jatiya Jana Sena Party,6516.0,43.0,6559.0,0.49,Andhra Pradesh,Kakinada - 6,,,,,,,,,
8.0,YEDIDA VARA PRASAD KUMAR,Republican Party of India (A),3924.0,3.0,3927.0,0.3,Andhra Pradesh,Kakinada - 6,,,,,,,,,
9.0,BUGATHA BANGARRAO,Communist Party of India (Marxist-Leninist) (Liberation),2816.0,7.0,2823.0,0.21,Andhra Pradesh,Kakinada - 6,,,,,,,,,
10.0,SUDHA VEERA GANESH,Independent,2645.0,2.0,2647.0,0.2,Andhra Pradesh,Kakinada - 6,,,,,,,,,
11.0,BHAVANI SANKAR PRASAD MERLA,Independent,1963.0,6.0,1969.0,0.15,Andhra Pradesh,Kakinada - 6,,,,,,,,,
12.0,YENUGUPALLI KRISHNA,Jaibhim Rao Bharat Party,1762.0,18.0,1780.0,0.13,Andhra Pradesh,Kakinada - 6,,,,,,,,,
13.0,BODDETI APPARAO,Independent,1687.0,0.0,1687.0,0.13,Andhra Pradesh,Kakinada - 6,,,,,,,,,
14.0,NEELAKANTAM DONAM,Independent,1401.0,11.0,1412.0,0.11,Andhra Pradesh,Kakinada - 6,,,,,,,,,
15.0,PASUPULETI S.V.S.BHUSHANAM,Independent,1222.0,5.0,1227.0,0.09,Andhra Pradesh,Kakinada - 6,,,,,,,,,
16.0,NOTA,None of the Above,17105.0,115.0,17220.0,1.29,Andhra Pradesh,Kakinada - 6,,,,,,,,,
1.0,BASTIPATI NAGARAJU PANCHALINGALA,Telugu Desam,650335.0,8579.0,658914.0,49.51,Andhra Pradesh,Kurnoolu - 18,111298.0,,,,,,,,
2.0,B Y RAMAIAH,Yuvajana Sramika Rythu Congress Party,543801.0,3815.0,547616.0,41.15,Andhra Pradesh,Kurnoolu - 18,,,,,,,,,
3.0,P.G.RAMPULLAIAH YADAV LUCKY-2,Indian National Congress,68972.0,1401.0,70373.0,5.29,Andhra Pradesh,Kurnoolu - 18,,,,,,,,,
4.0,MANCHALA LAKSHMI NARAYANA,Bahujan Samaj Party,8533.0,56.0,8589.0,0.65,Andhra Pradesh,Kurnoolu - 18,,,,,,,,,
5.0,BOYA SURESH,Independent,5891.0,9.0,5900.0,0.44,Andhra Pradesh,Kurnoolu - 18,,,,,,,,,
6.0,T. BEECHUPALLI,Independent,5125.0,2.0,5127.0,0.39,Andhra Pradesh,Kurnoolu - 18,,,,,,,,,
7.0,VIJAYA BHASKAR .REDDYPOGU,Independent,3504.0,4.0,3508.0,0.26,Andhra Pradesh,Kurnoolu - 18,,,,,,,,,
8.0,PAGADALA KODANDA,Independent,3070.0,6.0,3076.0,0.23,Andhra Pradesh,Kurnoolu - 18,,,,,,,,,
9.0,DEVARAPOGU MADDILETY,Independent,2576.0,6.0,2582.0,0.19,Andhra Pradesh,Kurnoolu - 18,,,,,,,,,
10.0,PRAKASH REDDY RALAMPADU,Independent,2222.0,3.0,2225.0,0.17,Andhra Pradesh,Kurnoolu - 18,,,,,,,,,
11.0,JAHANGIR AHMED,Social Democratic Party Of India,2058.0,16.0,2074.0,0.16,Andhra Pradesh,Kurnoolu - 18,,,,,,,,,
12.0,DR. REDDYPOGU PRAVEEN KUMAR,Independent,1847.0,9.0,1856.0,0.14,Andhra Pradesh,Kurnoolu - 18,,,,,,,,,
13.0,ABDUL SATTAR A.S.R,Anna YSR Congress Party,1565.0,36.0,1601.0,0.12,Andhra Pradesh,Kurnoolu - 18,,,,,,,,,
14.0,VALMIKI ARJUNA,Bharatha Chaitanya Yuvajana Party,1385.0,5.0,1390.0,0.1,Andhra Pradesh,Kurnoolu - 18,,,,,,,,,
15.0,URUKUNDU VADDE,Independent,1284.0,11.0,1295.0,0.1,Andhra Pradesh,Kurnoolu - 18,,,,,,,,,
16.0,MALLEPOGU NAGANNA,Socialist Unity Centre Of India (COMMUNIST),1162.0,2.0,1164.0,0.09,Andhra Pradesh,Kurnoolu - 18,,,,,,,,,
17.0,SUNKARA SREEDHAR,Jai Bharat National Party,1149.0,14.0,1163.0,0.09,Andhra Pradesh,Kurnoolu - 18,,,,,,,,,
18.0,TARIGOPULA RAJABABU,All Peoples Party,1032.0,1.0,1033.0,0.08,Andhra Pradesh,Kurnoolu - 18,,,,,,,,,
19.0,AMRUTH KUMAR SALKAPURAM,Liberation Congress Party,777.0,6.0,783.0,0.06,Andhra Pradesh,Kurnoolu - 18,,,,,,,,,
20.0,NOTA,None of the Above,10394.0,117.0,10511.0,0.79,Andhra Pradesh,Kurnoolu - 18,,,,,,,,,
1.0,BALASHOWRY VALLABHANENI,Janasena Party,712149.0,12290.0,724439.0,55.22,Andhra Pradesh,Machilipatnam - 11,223179.0,,,,,,,,
2.0,SIMHADRI CHANDRA SEKHAR RAO,Yuvajana Sramika Rythu Congress Party,495211.0,6049.0,501260.0,38.21,Andhra Pradesh,Machilipatnam - 11,,,,,,,,,
3.0,GOLLU KRISHNA,Indian National Congress,31130.0,695.0,31825.0,2.43,Andhra Pradesh,Machilipatnam - 11,,,,,,,,,
4.0,BAAL SHOURI CHODABATHINA,Jatiya Jana Sena Party,10518.0,623.0,11141.0,0.85,Andhra Pradesh,Machilipatnam - 11,,,,,,,,,
5.0,DEVAMANI DEVARAPALLI,Bahujan Samaj Party,9911.0,117.0,10028.0,0.76,Andhra Pradesh,Machilipatnam - 11,,,,,,,,,
6.0,KOMMARAJU SIVA NARASIMHA RAO,All India Forward Bloc,5245.0,9.0,5254.0,0.4,Andhra Pradesh,Machilipatnam - 11,,,,,,,,,
7.0,VALLABHANENI NAGA PAVAN KUMAR,Independent,5206.0,14.0,5220.0,0.4,Andhra Pradesh,Machilipatnam - 11,,,,,,,,,
8.0,MARADANI K R SWAMY,Jai Maha Bharath Party,2206.0,8.0,2214.0,0.17,Andhra Pradesh,Machilipatnam - 11,,,,,,,,,
9.0,GANDHI DHANEKULA,Independent,1989.0,2.0,1991.0,0.15,Andhra Pradesh,Machilipatnam - 11,,,,,,,,,
10.0,PAMULA BALA SOWRYAMMA,Independent,1576.0,6.0,1582.0,0.12,Andhra Pradesh,Machilipatnam - 11,,,,,,,,,
11.0,ANUSHA YERUVA,Independent,1233.0,2.0,1235.0,0.09,Andhra Pradesh,Machilipatnam - 11,,,,,,,,,
12.0,GUDAVALLI VENKATA KEDARESWARA RAO,Independent,1102.0,9.0,1111.0,0.08,Andhra Pradesh,Machilipatnam - 11,,,,,,,,,
13.0,JOGI VEERANJANEYULU,Independent,1020.0,2.0,1022.0,0.08,Andhra Pradesh,Machilipatnam - 11,,,,,,,,,
14.0,DAMODARA RAO GUDAVALLI,Independent,928.0,2.0,930.0,0.07,Andhra Pradesh,Machilipatnam - 11,,,,,,,,,
15.0,APPARAO ENNETI,Independent,625.0,1.0,626.0,0.05,Andhra Pradesh,Machilipatnam - 11,,,,,,,,,
16.0,NOTA,None of the Above,12008.0,118.0,12126.0,0.92,Andhra Pradesh,Machilipatnam - 11,,,,,,,,,
1.0,DR BYREDDY SHABARI,Telugu Desam,689417.0,11714.0,701131.0,49.92,Andhra Pradesh,Nandyal - 17,111975.0,,,,,,,,
2.0,POCHA BRAHMANANDA REDDY,Yuvajana Sramika Rythu Congress Party,583155.0,6001.0,589156.0,41.95,Andhra Pradesh,Nandyal - 17,,,,,,,,,
3.0,J LAKSHMI NARASIMHA YADAV,Indian National Congress,54920.0,1284.0,56204.0,4.0,Andhra Pradesh,Nandyal - 17,,,,,,,,,
4.0,P GURUVAIAH,Independent,8190.0,1.0,8191.0,0.58,Andhra Pradesh,Nandyal - 17,,,,,,,,,
5.0,A CHINNA MOULALI,Bahujan Samaj Party,7768.0,63.0,7831.0,0.56,Andhra Pradesh,Nandyal - 17,,,,,,,,,
6.0,HAFIZ ATAULLAH KHAN,Social Democratic Party Of India,6858.0,74.0,6932.0,0.49,Andhra Pradesh,Nandyal - 17,,,,,,,,,
7.0,KOMMUSANI PEDDA KAMBAGIRI SWAMY,Independent,4633.0,0.0,4633.0,0.33,Andhra Pradesh,Nandyal - 17,,,,,,,,,
8.0,GAGGERA VENKATA RAMANAIAH,Independent,3027.0,4.0,3031.0,0.22,Andhra Pradesh,Nandyal - 17,,,,,,,,,
9.0,DUMAVATH SWAMY NAIK,Independent,2348.0,10.0,2358.0,0.17,Andhra Pradesh,Nandyal - 17,,,,,,,,,
10.0,KUNUKUNTLA RAMUDU,Independent,1408.0,5.0,1413.0,0.1,Andhra Pradesh,Nandyal - 17,,,,,,,,,
11.0,E ANIL KUMAR,Independent,1332.0,2.0,1334.0,0.09,Andhra Pradesh,Nandyal - 17,,,,,,,,,
12.0,C SURENDRA NATHA REDDY,Independent,1267.0,1.0,1268.0,0.09,Andhra Pradesh,Nandyal - 17,,,,,,,,,
13.0,BRAHMANANDA REDDY K,Independent,1261.0,11.0,1272.0,0.09,Andhra Pradesh,Nandyal - 17,,,,,,,,,
14.0,UPPU SUBBARAYUDU,Jaathia Chethi Vruthula Ikya Vedika Party,785.0,6.0,791.0,0.06,Andhra Pradesh,Nandyal - 17,,,,,,,,,
15.0,NAGESWARA RAO,Independent,678.0,2.0,680.0,0.05,Andhra Pradesh,Nandyal - 17,,,,,,,,,
16.0,VIJAYA BHASKAR REDDYPOGU,Independent,641.0,0.0,641.0,0.05,Andhra Pradesh,Nandyal - 17,,,,,,,,,
17.0,YELAMPALLE GOVARDHAN REDDY,All India Forward Bloc,638.0,4.0,642.0,0.05,Andhra Pradesh,Nandyal - 17,,,,,,,,,
18.0,BHUMA VEERA BHADRA REDDY,Navarang Congress Party,630.0,16.0,646.0,0.05,Andhra Pradesh,Nandyal - 17,,,,,,,,,
19.0,PANDU RANGA YADAV SIDDAPU,Samajwadi Party,594.0,11.0,605.0,0.04,Andhra Pradesh,Nandyal - 17,,,,,,,,,
20.0,CHANDINI REDDY VAKATI,Liberation Congress Party,546.0,10.0,556.0,0.04,Andhra Pradesh,Nandyal - 17,,,,,,,,,
21.0,B C RAMANADHA AREDDY,Independent,472.0,0.0,472.0,0.03,Andhra Pradesh,Nandyal - 17,,,,,,,,,
22.0,GAJULA SHALIMIYA,Anna YSR Congress Party,468.0,18.0,486.0,0.03,Andhra Pradesh,Nandyal - 17,,,,,,,,,
23.0,KULURU RAMA KRISHNA REDDY,Neethi Nijayithi Party,428.0,2.0,430.0,0.03,Andhra Pradesh,Nandyal - 17,,,,,,,,,
24.0,CH P MALLESWARUDU,Independent,417.0,4.0,421.0,0.03,Andhra Pradesh,Nandyal - 17,,,,,,,,,
25.0,I V PAKKIR REDDY,Independent,408.0,2.0,410.0,0.03,Andhra Pradesh,Nandyal - 17,,,,,,,,,
26.0,V MADHUSUDHANA REDDY,Independent,399.0,2.0,401.0,0.03,Andhra Pradesh,Nandyal - 17,,,,,,,,,
27.0,BUSHAKU MAHESWARA REDDY,Independent,390.0,0.0,390.0,0.03,Andhra Pradesh,Nandyal - 17,,,,,,,,,
28.0,U P MUNI REDDY,Independent,376.0,0.0,376.0,0.03,Andhra Pradesh,Nandyal - 17,,,,,,,,,
29.0,GOGULA SUGUNAMMA,Jai Maha Bharath Party,375.0,4.0,379.0,0.03,Andhra Pradesh,Nandyal - 17,,,,,,,,,
30.0,BELLAMKONDA SREENIVASULU,Independent,352.0,1.0,353.0,0.03,Andhra Pradesh,Nandyal - 17,,,,,,,,,
31.0,BALIJA SHIVA KUMAR,Independent,288.0,0.0,288.0,0.02,Andhra Pradesh,Nandyal - 17,,,,,,,,,
32.0,NOTA,None of the Above,10538.0,159.0,10697.0,0.76,Andhra Pradesh,Nandyal - 17,,,,,,,,,
1.0,BHUPATHI RAJU SRINIVASA VARMA (B.J.P.VARMA),Bharatiya Janata Party,699382.0,7961.0,707343.0,57.46,Andhra Pradesh,Narsapuram - 9,276802.0,,,,,,,,
2.0,UMABALA GUDURI,Yuvajana Sramika Rythu Congress Party,426037.0,4504.0,430541.0,34.98,Andhra Pradesh,Narsapuram - 9,,,,,,,,,
3.0,K.B.R.NAIDU,Indian National Congress,34298.0,915.0,35213.0,2.86,Andhra Pradesh,Narsapuram - 9,,,,,,,,,
4.0,PRASANNA KUMAR UNDURTHI,Independent,6350.0,14.0,6364.0,0.52,Andhra Pradesh,Narsapuram - 9,,,,,,,,,
5.0,MEDAPATI VENKATA VARAHALA REDDY,Independent,5966.0,3.0,5969.0,0.48,Andhra Pradesh,Narsapuram - 9,,,,,,,,,
6.0,SIRRA RAJU,Bahujan Samaj Party,5945.0,69.0,6014.0,0.49,Andhra Pradesh,Narsapuram - 9,,,,,,,,,
7.0,BALAGAM NAYAKAR,Independent,5232.0,8.0,5240.0,0.43,Andhra Pradesh,Narsapuram - 9,,,,,,,,,
8.0,NALLI RAJESH,Independent,4684.0,0.0,4684.0,0.38,Andhra Pradesh,Narsapuram - 9,,,,,,,,,
9.0,KETHA SREENU,Independent,3140.0,5.0,3145.0,0.26,Andhra Pradesh,Narsapuram - 9,,,,,,,,,
10.0,OLETY NAGENDRA KRISHNA,Jaibhim Rao Bharat Party,3112.0,4.0,3116.0,0.25,Andhra Pradesh,Narsapuram - 9,,,,,,,,,
11.0,ADDEPALLI VEERA VENKAT SUBBA RAO,Independent,2781.0,2.0,2783.0,0.23,Andhra Pradesh,Narsapuram - 9,,,,,,,,,
12.0,ANAND CHANDULAL JASTI,Independent,2726.0,0.0,2726.0,0.22,Andhra Pradesh,Narsapuram - 9,,,,,,,,,
13.0,GANJI PURNIMA,Republican Party of India (A),1645.0,4.0,1649.0,0.13,Andhra Pradesh,Narsapuram - 9,,,,,,,,,
14.0,GEDALA LAXMANA RAO,Independent,1525.0,2.0,1527.0,0.12,Andhra Pradesh,Narsapuram - 9,,,,,,,,,
15.0,ADDANKI DORABABU,Independent,1388.0,5.0,1393.0,0.11,Andhra Pradesh,Narsapuram - 9,,,,,,,,,
16.0,GOTTUMUKKALA SHIVAJI,Independent,1378.0,6.0,1384.0,0.11,Andhra Pradesh,Narsapuram - 9,,,,,,,,,
17.0,ADINARAYANA DUPPANAPUDI,Independent,1002.0,5.0,1007.0,0.08,Andhra Pradesh,Narsapuram - 9,,,,,,,,,
18.0,MANNE LEELA RAMA NARENDRA,Pyramid Party of India,922.0,8.0,930.0,0.08,Andhra Pradesh,Narsapuram - 9,,,,,,,,,
19.0,RAMA DURGA PRASAD THOLETI,Independent,919.0,1.0,920.0,0.07,Andhra Pradesh,Narsapuram - 9,,,,,,,,,
20.0,RUKHMINI,Independent,683.0,3.0,686.0,0.06,Andhra Pradesh,Narsapuram - 9,,,,,,,,,
21.0,ADABALA SIVA,Independent,682.0,1.0,683.0,0.06,Andhra Pradesh,Narsapuram - 9,,,,,,,,,
22.0,NOTA,None of the Above,7554.0,123.0,7677.0,0.62,Andhra Pradesh,Narsapuram - 9,,,,,,,,,
1.0,LAVU SRIKRISHNA DEVARAYALU,Telugu Desam,798097.0,9899.0,807996.0,53.88,Andhra Pradesh,Narsaraopet - 14,159729.0,,,,,,,,
2.0,ANIL KUMAR POLUBOINA,Yuvajana Sramika Rythu Congress Party,642186.0,6081.0,648267.0,43.23,Andhra Pradesh,Narsaraopet - 14,,,,,,,,,
3.0,GARNEPUDI ALEXANDER SUDHAKAR,Indian National Congress,17520.0,526.0,18046.0,1.2,Andhra Pradesh,Narsaraopet - 14,,,,,,,,,
4.0,ORSU PREMARAJU,Bahujan Samaj Party,5276.0,33.0,5309.0,0.35,Andhra Pradesh,Narsaraopet - 14,,,,,,,,,
5.0,KUCHIPUDI JOHN BABU,Jaibhim Rao Bharat Party,2328.0,8.0,2336.0,0.16,Andhra Pradesh,Narsaraopet - 14,,,,,,,,,
6.0,GARLAPATI SUBHASH PREM,Revolutionary Socialist Party,1243.0,2.0,1245.0,0.08,Andhra Pradesh,Narsaraopet - 14,,,,,,,,,
7.0,YAMPATI VEERANJANEYA REDDY,Independent,1056.0,1.0,1057.0,0.07,Andhra Pradesh,Narsaraopet - 14,,,,,,,,,
8.0,SUBBARAO CHALLA,Independent,1051.0,0.0,1051.0,0.07,Andhra Pradesh,Narsaraopet - 14,,,,,,,,,
9.0,ABDUL RAJAK SHAIK,Independent,718.0,5.0,723.0,0.05,Andhra Pradesh,Narsaraopet - 14,,,,,,,,,
10.0,KOTA POTHURAJU,Pyramid Party of India,667.0,3.0,670.0,0.04,Andhra Pradesh,Narsaraopet - 14,,,,,,,,,
11.0,P VENKATESH,Jaathia Chethi Vruthula Ikya Vedika Party,385.0,3.0,388.0,0.03,Andhra Pradesh,Narsaraopet - 14,,,,,,,,,
12.0,PASUPULETI PICHAIAH,National Nava Kranthi Party,353.0,3.0,356.0,0.02,Andhra Pradesh,Narsaraopet - 14,,,,,,,,,
13.0,PAPPULA SAMBASIVA RAO,Navarang Congress Party,331.0,1.0,332.0,0.02,Andhra Pradesh,Narsaraopet - 14,,,,,,,,,
14.0,DOCTOR GODA RAMESH KUMAR,Jatiya Jana Sena Party,305.0,4.0,309.0,0.02,Andhra Pradesh,Narsaraopet - 14,,,,,,,,,
15.0,THOKALA NAGA RAJU,All India Forward Bloc,277.0,8.0,285.0,0.02,Andhra Pradesh,Narsaraopet - 14,,,,,,,,,
16.0,NOTA,None of the Above,11120.0,79.0,11199.0,0.75,Andhra Pradesh,Narsaraopet - 14,,,,,,,,,
1.0,PRABHAKAR REDDY VEMIREDDY,Telugu Desam,750771.0,15431.0,766202.0,55.7,Andhra Pradesh,Nellore - 22,245902.0,,,,,,,,
2.0,VENUMBAKA VIJAYASAI REDDY,Yuvajana Sramika Rythu Congress Party,514375.0,5925.0,520300.0,37.82,Andhra Pradesh,Nellore - 22,,,,,,,,,
3.0,KOPPULA RAJU,Indian National Congress,53264.0,1580.0,54844.0,3.99,Andhra Pradesh,Nellore - 22,,,,,,,,,
4.0,BHASKAR NASINA,Bahujan Samaj Party,5710.0,101.0,5811.0,0.42,Andhra Pradesh,Nellore - 22,,,,,,,,,
5.0,VIVEKA MANNEPALLI,Revolutionary Socialist Party,2794.0,10.0,2804.0,0.2,Andhra Pradesh,Nellore - 22,,,,,,,,,
6.0,KOPPALA RAGHU,Independent,2010.0,5.0,2015.0,0.15,Andhra Pradesh,Nellore - 22,,,,,,,,,
7.0,GAJULA SOMA SEKHAR,Jai Bharat National Party,1775.0,4.0,1779.0,0.13,Andhra Pradesh,Nellore - 22,,,,,,,,,
8.0,SHAIK MUZIBUR RAHAMAN,Pyramid Party of India,1315.0,15.0,1330.0,0.1,Andhra Pradesh,Nellore - 22,,,,,,,,,
9.0,SHAIK MAHABOOB BASHA (MABU),Republican Party of India (A),1228.0,5.0,1233.0,0.09,Andhra Pradesh,Nellore - 22,,,,,,,,,
10.0,MALLEPALLY RAGHU,Navarang Congress Party,1104.0,1.0,1105.0,0.08,Andhra Pradesh,Nellore - 22,,,,,,,,,
11.0,SHAIK SHAFI AHMED,All India Forward Bloc,1037.0,0.0,1037.0,0.08,Andhra Pradesh,Nellore - 22,,,,,,,,,
12.0,NAKKA DINESH,Bharatha Chaitanya Yuvajana Party,576.0,24.0,600.0,0.04,Andhra Pradesh,Nellore - 22,,,,,,,,,
13.0,TALARI VENKATAIAH,Jaibhim Rao Bharat Party,553.0,5.0,558.0,0.04,Andhra Pradesh,Nellore - 22,,,,,,,,,
14.0,PUNGANURU PRASANNA GANAPATHI,Radical Party of India (Ambedkarist),452.0,2.0,454.0,0.03,Andhra Pradesh,Nellore - 22,,,,,,,,,
15.0,NOTA,None of the Above,15454.0,123.0,15577.0,1.13,Andhra Pradesh,Nellore - 22,,,,,,,,,
1.0,MAGUNTA SREENIVASULU REDDY,Telugu Desam,689829.0,12065.0,701894.0,49.35,Andhra Pradesh,Ongole - 16,50199.0,,,,,,,,
2.0,DR CHEVIREDDY BHASKAR REDD,Yuvajana Sramika Rythu Congress Party,644052.0,7643.0,651695.0,45.82,Andhra Pradesh,Ongole - 16,,,,,,,,,
3.0,EDA SUDHAKARA REDDY,Indian National Congress,25803.0,919.0,26722.0,1.88,Andhra Pradesh,Ongole - 16,,,,,,,,,
4.0,DHARANIKOTA LAKSHMI NARAYANA,Bahujan Samaj Party,6238.0,76.0,6314.0,0.44,Andhra Pradesh,Ongole - 16,,,,,,,,,
5.0,BUCHI EDUKONDALU,Independent,3046.0,2.0,3048.0,0.21,Andhra Pradesh,Ongole - 16,,,,,,,,,
6.0,PODILI RAMBABU,Independent,3035.0,38.0,3073.0,0.22,Andhra Pradesh,Ongole - 16,,,,,,,,,
7.0,ORSU VEENA,Jai Bharat National Party,2242.0,25.0,2267.0,0.16,Andhra Pradesh,Ongole - 16,,,,,,,,,
8.0,BONTHA RANGA REDDY,Independent,1923.0,0.0,1923.0,0.14,Andhra Pradesh,Ongole - 16,,,,,,,,,
9.0,BODDU KRANTHI KUMAR,Independent,1797.0,1.0,1798.0,0.13,Andhra Pradesh,Ongole - 16,,,,,,,,,
10.0,MOHAN GOUD J V,Independent,1442.0,5.0,1447.0,0.1,Andhra Pradesh,Ongole - 16,,,,,,,,,
11.0,U MADHU BABU,Independent,1006.0,2.0,1008.0,0.07,Andhra Pradesh,Ongole - 16,,,,,,,,,
12.0,KARATAPU RAJU,Independent,730.0,5.0,735.0,0.05,Andhra Pradesh,Ongole - 16,,,,,,,,,
13.0,JAGADEESH RAYAPATI,Independent,713.0,12.0,725.0,0.05,Andhra Pradesh,Ongole - 16,,,,,,,,,
14.0,DEVIREDDY BALANJANEYULU,Independent,710.0,6.0,716.0,0.05,Andhra Pradesh,Ongole - 16,,,,,,,,,
15.0,HARI PRASAD TUPAKULA,Independent,706.0,5.0,711.0,0.05,Andhra Pradesh,Ongole - 16,,,,,,,,,
16.0,PASAM VENKATESWARLU YADAV,Samajwadi Party,699.0,44.0,743.0,0.05,Andhra Pradesh,Ongole - 16,,,,,,,,,
17.0,SURYA TEJA KOTA,Pyramid Party of India,674.0,9.0,683.0,0.05,Andhra Pradesh,Ongole - 16,,,,,,,,,
18.0,AKUMALLA MALLIKARJUNA REDDY,Independent,575.0,0.0,575.0,0.04,Andhra Pradesh,Ongole - 16,,,,,,,,,
19.0,VESHAPOGU GURAVABABU,Independent,457.0,4.0,461.0,0.03,Andhra Pradesh,Ongole - 16,,,,,,,,,
20.0,KOMMU YOHANU,Liberation Congress Party,454.0,7.0,461.0,0.03,Andhra Pradesh,Ongole - 16,,,,,,,,,
21.0,SESHUBABU GUDDANTI,Independent,449.0,0.0,449.0,0.03,Andhra Pradesh,Ongole - 16,,,,,,,,,
22.0,SINGAMNENI SREEKANTH,Independent,407.0,3.0,410.0,0.03,Andhra Pradesh,Ongole - 16,,,,,,,,,
23.0,YARRA DASARADHARAMAIAH,Independent,394.0,0.0,394.0,0.03,Andhra Pradesh,Ongole - 16,,,,,,,,,
24.0,KOTA VAMSI KRISHNA,Independent,365.0,0.0,365.0,0.03,Andhra Pradesh,Ongole - 16,,,,,,,,,
25.0,K PAVAN KALYAN,Jatiya Jana Sena Party,362.0,30.0,392.0,0.03,Andhra Pradesh,Ongole - 16,,,,,,,,,
26.0,NOTA,None of the Above,13066.0,139.0,13205.0,0.93,Andhra Pradesh,Ongole - 16,,,,,,,,,
1.0,DAGGUBATI PURANDHESHWARI,Bharatiya Janata Party,718641.0,7874.0,726515.0,54.82,Andhra Pradesh,Rajahmundry - 8,239139.0,,,,,,,,
2.0,DR. GUDURI SRINIVAS,Yuvajana Sramika Rythu Congress Party,483172.0,4204.0,487376.0,36.77,Andhra Pradesh,Rajahmundry - 8,,,,,,,,,
3.0,GIDUGU RUDRARAJU,Indian National Congress,31441.0,1067.0,32508.0,2.45,Andhra Pradesh,Rajahmundry - 8,,,,,,,,,
4.0,GANESWARA RAO PARAMATA,Bahujan Samaj Party,20277.0,132.0,20409.0,1.54,Andhra Pradesh,Rajahmundry - 8,,,,,,,,,
5.0,BATTULA BALARAMAKRISHNA,Navarang Congress Party,16930.0,78.0,17008.0,1.28,Andhra Pradesh,Rajahmundry - 8,,,,,,,,,
6.0,SALOPANTULA RAGHAVENDRA RAO,Independent,3261.0,17.0,3278.0,0.25,Andhra Pradesh,Rajahmundry - 8,,,,,,,,,
7.0,DR. MEDISI RATNARAO ALIAS VINAY,Independent,3109.0,6.0,3115.0,0.24,Andhra Pradesh,Rajahmundry - 8,,,,,,,,,
8.0,MOHANARAO SINGULURI,Jai Bharat National Party,2818.0,15.0,2833.0,0.21,Andhra Pradesh,Rajahmundry - 8,,,,,,,,,
9.0,MEDA SRINIVASA RAO,Rashtriya Praja Congress (Secular),2422.0,7.0,2429.0,0.18,Andhra Pradesh,Rajahmundry - 8,,,,,,,,,
10.0,BOMMANABOINA VSR MURTHY,Independent,2173.0,6.0,2179.0,0.16,Andhra Pradesh,Rajahmundry - 8,,,,,,,,,
11.0,BHANU CHANDAR KURUVELLA,Independent,1955.0,3.0,1958.0,0.15,Andhra Pradesh,Rajahmundry - 8,,,,,,,,,
12.0,JALLI BALA NAVEENA,Independent,1250.0,4.0,1254.0,0.09,Andhra Pradesh,Rajahmundry - 8,,,,,,,,,
13.0,NOTA,None of the Above,24302.0,133.0,24435.0,1.84,Andhra Pradesh,Rajahmundry - 8,,,,,,,,,
